Α/Α Διαγωνιστικής Διαδικασίας;Συνοπτικός Τίτλος;Τίτλος/Αντικείμενο;Προϋπολογισμός (€ χωρίς ΦΠΑ);Ημ/νία Δημοσίευσης στο Portal;Ημ/νία Έναρξης Υποβολών;Καταληκτική Ημ/νία Υποβολών;Κωδικός CPV;Περιγραφή CPV;Αναθέτουσα Αρχή/Αναθέτων Φορέας;Τόπος Παράδοσης;Κατάσταση;Link
358943;ΑΠΟΞΗΛΩΣΗ ΠΑΛΑΙΟΥ ΑΕΡΟΨΥΚΤΗ, ΠΡΟΜΗΘΕΙΑ, ΜΕΤΑΦΟΡΑ ΚΑΙ ΕΓΚΑΤΑΣΤΑΣΗ ΕΝΟΣ (1) ΝΕΟΥ;ΑΗΔ ΚΑΤΩ ΤΩΝ ΟΡΙΩΝ ΓΙΑ ΤΗΝ ΑΠΟΞΗΛΩΣΗ ΠΑΛΑΙΟΥ ΑΕΡΟΨΥΚΤΟΥ ΨΥΚΤΗ, ΠΡΟΜΗΘΕΙΑ, ΜΕΤΑΦΟΡΑ ΚΑΙ ΕΓΚΑΤΑΣΤΑΣΗ ΕΝΟΣ (1) ΝΕΟΥ ΣΤΟ ΚΤΙΡΙΟ ΑΧΕΠΑ 11ΟΣ ΟΡΟΦΟΣ ΜΕ ΚΡΙΤΗΡΙΟ ΑΝΑΘΕΣΗΣ ΤΗΝ ΠΛΕΟΝ ΣΥΜΦΕΡΟΥΣΑ ΑΠΟ ΟΙΚΟΝΟΜΙΚΗ ΑΠΟΨΗ ΠΡΟΣΦΟΡΑ ΒΑΣΕΙ ΤΙΜΗΣ (ΧΑΜΗΛΟΤΕΡΗ ΤΙΜΗ);170.000;2024-12-09;2024-12-09;2025-03-17;50712000-9;Υπηρεσίες επισκευής και συντήρησης μηχανολογικών εγκαταστάσεων κτιρίου;"ΓΝΑ ""Ο ΕΥΑΓΓΕΛΙΣΜΟΣ"", ., ., .";Υψηλάντου 45-47 Αθήνα;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/358943
358735;ΠΡΟΜΗΘΕΙΑ ΣΥΣΚΕΥΗΣ ΑΖΩΤΟΥ ΓΙΑ ΤΟ ΚΑΡΔΙΟΧΕΙΡΟΥΡΓΙΚΟ ΤΜΗΜΑ;ΑΝΟΙΧΤΟΣ ΗΛΕΚΤΡΟΝΙΚΟΣ ΔΙΑΓΩΝΙΣΜΟΣ ΚΑΤΩ ΤΩΝ ΟΡΙΩΝ ΓΙΑ ΤΗΝ ΠΡΟΜΗΘΕΙΑ ΜΙΑΣ (1) ΣΥΣΚΕΥΗΣ ΑΖΩΤΟΥ ΓΙΑ ΤΟ ΚΑΡΔΙΟΧΕΙΡΟΥΡΓΙΚΟ ΤΜΗΜΑ ΜΕ ΚΡΙΤΗΡΙΟ ΑΝΑΘΕΣΗΣ ΤΗΝ ΠΛΕΟΝ ΣΥΜΦΕΡΟΥΣΑ ΑΠΟ ΟΙΚΟΝΟΜΙΚΗ ΑΠΟΨΗ ΠΡΟΣΦΟΡΑ ΒΑΣΕΙ ΤΙΜΗΣ (ΧΑΜΗΛΟΤΕΡΗ ΤΙΜΗ);33.870;2024-12-06;2024-12-06;2025-02-24;33141620-2;Ιατρικοί εξοπλισμοί;"ΓΝΑ ""Ο ΕΥΑΓΓΕΛΙΣΜΟΣ"", ., ., .";Υψηλάντου 45-47 Αθήνα;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/358735
363071;Δ.Σ.79/2024 ΚΛΙΒΑΝΟΣ ΠΛΑΣΜΑΤΟΣ;ΔΙΑΚΗΡΥΞΗ Αριθ. ΔΣ79/2024 Ανοικτός ηλεκτρονικός διαγωνισμός κάτω των ορίων για την προμήθεια «ΚΛΙΒΑΝΟΥ ΠΛΑΣΜΑΤΟΣ»(CPV 33152000-0), για την κάλυψη των αναγκών του Γ.Ν. Άρτας, με κριτήριο κατακύρωσης την πλέον συμφέρουσα από οικονομική άποψη προσφορά μόνο βάσει τιμής, συνολικής προϋπολογισθείσας δαπάνης 135.000,00€ συμπ/νου ΦΠΑ .;0;2024-12-02;2024-12-02;2025-03-03;33152000-0;Κλίβανος;Γ.Ν. ΑΡΤΑΣ, ., ., ΠΡΟΜΗΘΕΙΩΝ;Λόφος Περάνθης ΆΡΤΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/363071
362704;129/2024 ΕΠΑΝΑΛΗΠΤΙΚΟΣ ΚΑΘΕΤΗΡΕΣ;129/2024 ΕΠΑΝΑΛΗΠΤΙΚΟΣ ΠΡΟΜΗΘΕΙΑΣ ΚΑΘΕΤΗΡΩΝ;344.925;2024-12-02;2024-12-02;2025-03-07;33141200-2;Καθετήρες;ΑΧΕΠΑ, ., ., .;Στιλ Κυριακίδη 1 Θεσσαλονίκη;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/362704
362256;Δ.27/24;Ηλεκτρονικός διαγωνισμός με ανοιχτή διαδικασία για την Παροχή Επαναλαμβανόμενης Εκπαίδευσης (Recurrent Training) των Πληρωμάτων της ΠΑ στον Εξομοιωτή Πτήσεων (F/S) Α/Φ C-27J;4.239.360;2024-11-19;2024-12-16;2025-02-28;80000000-4;Υπηρεσίες εκπαίδευσης και επιμόρφωσης;ΓΕΝ. ΕΠΙΤΕΛΕΙΟ ΑΕΡΟΠΟΡΙΑΣ, ., ., .;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/362256
361457;ΠΡΟΜΗΘΕΙΑ ΑΚΤΙΝΟΣΚΟΠΙΚΟΥ ΜΗΧΑΝΗΜΑΤΟΣ ΤΥΠΟΥ C-ARM;ΠΡΟΜΗΘΕΙΑ ΑΚΤΙΝΟΣΚΟΠΙΚΟΥ ΜΗΧΑΝΗΜΑΤΟΣ ΤΥΠΟΥ C-ARM ΜΕ ΤΡΟΧΗΛΑΤΗ ΕΞΕΤΑΣΤΙΚΗ ΑΓΕΙΟΧΕΙΡΟΥΡΓΙΚΗ ΤΡΑΠΕΖΑ. ΑΡ. ΔΙΑΚ. 152/2024;230.000;2024-11-18;2024-11-18;2025-02-20;33111400-5;Συσκευές ακτινοσκόπησης;Π.Γ.Ν. ΠΑΤΡΩΝ, ., ., .;Πανεπιστιστημίου 322 ΡΙΟ ΠΑΤΡΩΝ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/361457
362401;ΔΙΑΚΉΡΥΞΗ ΤΕΧΝΙΚΟΥ ΣΥΜΒΟΥΛΟΥ;ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΤΕΧΝΙΚΟΥ ΣΥΜΒΟΥΛΟΥ ΓΙΑ ΤΗΝ ΑΞΙΟΠΟΙΗΣΗ ΤΩΝ ΑΚΙΝΗΤΩΝ Σ.Σ. ΠΕΙΡΑΙΑ & ΕΠΙΒΑΤΙΚΟΥ ΣΤΑΘΜΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ;180.000;2024-11-15;2024-11-15;2025-03-04;71300000-1;Υπηρεσίες μηχανικού;ΓΑΙΑ Ο.Σ.Ε., ., ΔΙΟΙΚΗΤΙΚΩΝ & ΟΙΚΟΝΟΜΙΚΩΝ ΥΠΗΡΕΣΙΩΝ, .;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/362401
361107;42/24, Προμήθεια Ακροσωληνίων Πυρόσβεσης;42/24, Ανοιχτός Μειοδοτικός Διαγωνισμός μέσω Σύναψης Συμφωνίας Πλαίσιο Χρονικού Ορίζοντα Τεσσάρων (4) Ετών για την Προμήθεια Ακροσωληνίων Πυρόσβεσης επ’ ωφελεία Αγημάτων Ε/Β Π.Π., Συνολικής Εκτιμώμενης Αξίας 997.500,00 € (Άνευ ΦΠΑ, Συμπεριλαμβανομένων Κρατήσεων).;997.500;2024-11-14;2024-12-11;2025-02-19;35111000-5;Πυροσβεστικός εξοπλισμός;ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ, -, -, -;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/361107
360690;Αρ. Διακ.: 18/2024: Παροχή Υπηρεσιών μέσω Σύμβασης Ενεργειακής Απόδοσης;Αρ. Διακ.: 18/2024: Παροχή Υπηρεσιών μέσω Σύμβασης Ενεργειακής Απόδοσης για την προμήθεια, εγκατάσταση, συντήρηση & λειτουργία τριών (3) Φωτοβολταϊκών σταθμών συνολικής εγκατεστημένης ισχύος 2.499,2 kWp;2.651.902;2024-11-13;2024-11-13;2025-02-23;71314000-2;Υπηρεσίες σχετιζόμενες με την ενέργεια και συναφείς υπηρεσίες;Δ.Ε.Υ.Α. ΚΟΖΑΝΗΣ, ., ΔΙΟΙΚΗΤΙΚΗ & ΟΙΚΟΝΟΜΙΚΗ ΥΠΗΡΕΣΙΑ, ΓΡΑΦΕΙΟ ΠΡΟΜΗΘΕΙΩΝ;Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/360690
362097;Διακήρυξη για την προμήθεια κινητού υγειονομικού εξοπλισμού και υποδομών;Κινητός υγειονομικός εξοπλισμός και υποδομές για την προστασία της δημόσιας υγείας - Νοσοκομεία Πεδίου;16.400.000;2024-11-11;2024-11-11;2025-02-28;33141620-2;Ιατρικοί εξοπλισμοί;ΤΑΜΕΙΟ ΑΞΙΟΠΟΙΗΣΗΣ ΙΔΙΩΤΙΚΗΣ ΠΕΡΙΟΥΣΙΑΣ ΤΟΥ ΔΗΜΟΣΙΟΥ ΑΕ, -, -, -;ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ 20 ΑΘΗΝΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/362097
354655;ΑΗΔ 26/2024 ΥΠΗΡΕΣΙΕΣ ΦΥΛΑΞΗΣ;;852.000;2024-11-04;2024-11-04;2025-02-28;79713000-5;Υπηρεσίες φύλαξης;"Γ.Ν.Α. ""ΣΙΣΜΑΝΟΓΛΕΙΟ - ΑΜΑΛΙΑ ΦΛΕΜΙΝΓΚ"", ., ., ΠΡΟΜΗΘΕΙΩΝ";Αβέρωφ 12 Αθήνα;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/354655
355814;ΔΙΑΚΗΡΥΞΗ ΔΣΑ ΑΝΑΘΕΣΗΣ ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ Π.Ε ΜΕΣΣΗΝΙΑΣ ΕΤΩΝ 2024-2027;ΕΓΚΡΙΣΗ ΕΦΑΡΜΟΓΗΣ ΔΥΝΑΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΑΓΟΡΩΝ (ΑΡΘΡΟ 33 Ν.4412/16) ΤΡΙΕΤΟΥΣ ΔΙΑΡΚΕΙΑΣ, ΓΙΑ ΤΗΝ ΑΝΑΘΕΣΗ ΥΠΗΡΕΣΙΩΝ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ Α/ΘΜΙΑΣ ΚΑΙ Β/ΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΕΝΟΤΗΤΑΣ ΜΕΣΣΗΝΙΑΣ ΣΧΟΛΙΚΩΝ ΕΤΩΝ 2024-2025, 2025-2026, 2026-2027, ΣΥΝΟΛΙΚΟΥ ΠΡΟΫΠΟΛΟΓΙΣΜΟΥ 12.000.000,00 € ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΟΥ ΦΠΑ 13% ΚΑΙ ΔΙΚΑΙΩΜΑΤΩΝ ΠΡΟΑΙΡΕΣΗΣ ΚΑΙ ΠΑΡΑΤΑΣΗΣ.;0;2024-11-01;2024-11-01;2027-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ - Π.Ε. ΜΕΣΣΗΝΙΑΣ, ., ΔΙΟΙΚΗΤΙΚΟΥ - ΟΙΚΟΝΟΜΙΚΟΥ ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΕΝΟΤΗΤΑΣ ΜΕΣΣΗΝΙΑΣ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/355814
357679;Δ8088;ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ ΔΙΟΙΚΗΤΙΚΗΣ ΚΑΙ ΤΕΧΝΙΚΗΣ ΥΠΟΣΤΗΡΙΞΗΣ ΤΗΣ ΓΕΝΙΚΗΣ ΔΙΕΥΘΥΝΣΗΣ ΥΔΡΕΥΣΗΣ ΤΗΣ Ε.ΥΔ.Α.Π. Α.Ε.;12.834.502;2024-09-02;2024-09-02;2025-02-28;;;Ε.ΥΔ.Α.Π., ΟΙΚΟΝΟΜΙΚΟΥ, ΠΡΟΜΗΘΕΙΩΝ, ΥΠΗΡΕΣΙΑ ΔΙΑΓΩΝΙΣΜΩΝ;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/357679
347757;ΔΥΝΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ ΓΙΑ ΜΕΤΑΦΟΡΑ ΜΑΘΗΤΩΝ Π.Ε. ΔΡΑΜΑΣ;ΕΦΑΡΜΟΓΗ ΔΥΝΑΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟ ΑΓΟΡΩΝ-Δ.Σ.Α (άνω των ορίων) ΓΙΑ ΤΗΝ ΑΝΑΘΕΣΗ ΣΥΜΒΑΣΕΩΝ «ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΤΩΝ ΔΗΜΟΣΙΩΝ ΣΧΟΛΙΚΩΝ ΜΟΝΑΔΩΝ Α΄/ΘΜΙΑΣ & Β΄/ΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ, ΧΩΡΙΚΗΣ ΑΡΜΟΔΙΟΤΗΤΑΣ ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΕΝΟΤΗΤΑΣ ΔΡΑΜΑΣ, ΓΙΑ ΤΑ ΣΧΟΛΙΚΑ ΕΤΗ: 2022-2023, 2023-2024 & 2024-2025».;0;2024-07-16;2024-07-16;2025-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤ. ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ - Π.Ε. ΔΡΑΜΑΣ, ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ, ΔΙΟΙΚΗΤΙΚΟΥ ΟΙΚΟΝΟΜΙΚΟΥ ΠΕΡΙΦΕΡΕΙΑΚΗΣ ΕΝΟΤΗΤΑΣ ΔΡΑΜΑΣ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/347757
352438;Προμήθεια μέσων ατομικής προστασίας (2025-2026);Προμήθεια μέσων ατομικής προστασίας, για τις ανάγκες των δικαιούχων εργαζομένων του Δ.Β..Α., προϋπολογισμών οικονομικών ετών 2025 - 2026. Ο συνολικός ενδεικτικός προϋπολογισμός για την εκτέλεση της εν λόγω προμήθειας ανέρχεται στο ποσό των #561.740,40#€ (προϋπολογισθείσα δαπάνη #554.619,08#€, δικαίωμα προαίρεσης έως και 15% #7.121,32#€) συμπεριλαμβανομένων των αναλογούντων Φ.Π.Α., (510.705,00 € άνευ Φ.Π.Α. 6% και 24%).;510.705;2024-07-16;2024-07-19;2025-03-31;18141000-9,18142000-6,18143000-3,18221000-4,18424300-0,18441000-2,18830000-6,33968000-3,34328300-5,35113400-3,35113430-2,35113440-5,35113490-0,44510000-8,44611200-8;Αδιάβροχος ρουχισμός,Ανακλαστικά γιλέκα,Αναπνευστικές συσκευές,Γάντια εργασίας,Γάντια μιας χρήσης,Γιλέκα ασφαλείας,Εργαλεία,Ζώνες ασφαλείας,Καλύμματα οφθαλμών,Καπέλα,Προστατευτικά εξαρτήματα,Προστατευτικά υποδήματα,Προστατευτικές ρόμπες,Προσωπίδες ασφαλείας,Ρούχα προστασίας και ασφαλείας;ΔΗΜΟΤΙΚΟ ΒΡΕΦΟΚΟΜΕΙΟ ΑΘΗΝΩΝ, ., ΔΙΕΥΘΥΝΣΗ ΠΡΟΜΗΘΕΙΩΝ, ΔΙΑΧΕΙΡΙΣΗΣ ΥΛΙΚΩΝ & ΕΣΤΙΑΣΗΣ, ΤΜΗΜΑ ΠΡΟΜΗΘΕΙΩΝ ΚΑΙ ΔΗΜΟΠΡΑΣΙΩΝ;Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/352438
355277;14/2024;ΙΑΤΡΙΚΟΙ ΕΞΟΠΛΙΣΜΟΙ (ΚΛΙΒΑΝΟΣ ΑΠΟΣΤΕΙΡΩΣΗΣ);110.000;2024-07-12;2024-07-12;2025-03-17;33141620-2;Ιατρικοί εξοπλισμοί;"Γ.Ν.Ε. ""ΘΡΙΑΣΙΟ"", ., ., ΤΜΗΜΑ ΠΡΟΜΗΘΕΙΩΝ";Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/355277
354060;ΔΣΑ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΠΕ ΛΕΣΒΟΥ ΛΗΜΝΟΥ 2024-2025;ΔΣΑ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ 2024-2025;0;2024-06-26;2024-06-26;2027-12-31;;;ΠΕΡΙΦΕΡΕΙΑ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ, ΟΙΚΟΝΟΜΙΚΟΥ-ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ, ΟΙΚΟΝΟΜΙΚΟΥ-ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/354060
353382;ΔΣΑ μεταφοράς μαθητών Περιφέρειας Δυτικής Ελλάδας;Διακήρυξη για την ανάθεση συμβάσεων παροχής υπηρεσιών μεταφοράς μαθητών Δημόσιων Σχολείων της Περιφέρειας Δυτικής Ελλάδας για τα σχολικά έτη 2024-2025, 2025-2026, 2026-2027 & 2027-2028 άνω των ορίων. από την ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ μέσω ΔΥΝΑΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΑΓΟΡΩΝ (ΔΣΑ);0;2024-06-14;2024-06-14;2028-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ, ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ, ΟΙΚΟΝΟΜΙΚΟΥ ΚΑΙ ΔΗΜΟΣΙΟΝΟΜΙΚΟΥ ΕΛΕΓΧΟΥ, .;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/353382
348817;ΔΥΜΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ ΓΙΑ ΤΗΝ ΥΠΗΡΕΣΙΑ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΣΤΗΝ ΠΕ ΚΥΚΛΑΔΩΝ;ΔΥΜΑΜΙΚΟ ΣΥΣΤΗΜΑ ΑΓΟΡΩΝ ΓΙΑ ΤΗΝ ΥΠΗΡΕΣΙΑ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ ΣΤΗΝ ΠΕ ΚΥΚΛΑΔΩΝ ΓΙΑ ΤΑ ΣΧΟΛΙΚΑ ΕΤΗ 2024-2025 ΚΑΙ 2025-2026;0;2024-04-29;2024-04-29;2026-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ-, ., ., ..;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/348817
349019;ΔΣΑ ΠΕ ΙΚΑΡΙΑΣ ΜΕΤΑΦΟΡΑ ΜΑΘΗΤΩΝ ΣΧ. ΕΤΗ 2024-2027;2/2024 Διακήρυξη Δυναμικού Συστήματος Αγορών (ΔΣΑ) για την ανάθεση συμβάσεων παροχής υπηρεσιών μεταφοράς μαθητών Α/θμιας & Β/θμιας Εκπαίδευσης χωρικής αρμοδιότητας Π.Ε. Ικαρίας για τα σχολικά έτη 2024-2025, 2025-2026 και 2026-2027 άνω των ορίων από την Π.Ε. Σάμου της Περιφέρειας Βορείου Αιγαίου με δυνατότητα τετράμηνης παράτασης και δικαίωμα προαίρεσης 10%;0;2024-04-17;2024-04-17;2027-12-31;;;ΠΕΡΙΦΕΡΕΙΑ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ, ., ., .;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/349019
348982;ΔΣΑ ΠΕ ΣΑΜΟΥ ΜΕΤΑΦΟΡΑ ΜΑΘΗΤΩΝ ΣΧ. ΕΤΗ 2024-2027;1/2024 Διακήρυξη Δυναμικού Συστήματος Αγορών (ΔΣΑ) για την ανάθεση συμβάσεων παροχής υπηρεσιών μεταφοράς μαθητών Α/θμιας & Β/θμιας Εκπαίδευσης χωρικής αρμοδιότητας Π.Ε. Σάμου για τα σχολικά έτη 2024-2025, 2025-2026 και 2026-2027 άνω των ορίων από την Π.Ε. Σάμου της Περιφέρειας Βορείου Αιγαίου με δικαίωμα τετράμηνης παράτασης και δικαίωμα προαίρεσης 10%;0;2024-04-17;2024-04-17;2027-12-31;;;ΠΕΡΙΦΕΡΕΙΑ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ, ., ., .;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/348982
345553;01/2024 ΔΣΑ ΜΕΤΑΦΟΡΑΣ ΜΑΘΗΤΩΝ;Δυναμικό σύστημα αγορών για την ανάθεση συμβάσεων παροχής υπηρεσιών μεταφοράς μαθητών Α/θμιας & Β/θμιας Εκπαίδευσης χωρικής αρμοδιότητας Π.Ε. Μαγνησίας & Σποράδων για τα σχολικά έτη 2024-2025, 2025-2026 και 2026-2027;0;2024-03-19;2024-03-19;2028-01-31;;;ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ - Π.Ε. ΜΑΓΝΗΣΙΑΣ & ΣΠΟΡΑΔΩΝ, ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ, ΔΙΟΙΚΗΤΙΚΟΥ-ΟΙΚΟΝΟΜΙΚΟΥ Π.Ε. ΜΑΓΝΗΣΙΑΣ & ΣΠΟΡΑΔΩΝ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/345553
302258;Διακήρυξη 1/2024 ΔΣΑ Γραφικής Υλης-Αναλωσίμων 2024-2026 Περιφέρειας Αττικής;Διακήρυξη 1/2024 ΕΦΑΡΜΟΓΗ ΔΥΝΑΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΑΓΟΡΩΝ (ΔΣΑ) μέσω του Συστήματος ΕΣΗΔΗΣ για την προμήθεια Αναλωσίμων (μελάνια, τύμπανα, κλπ) και ειδών Γραφικής Ύλης για την κάλυψη των αναγκών των υπηρεσιών της Περιφέρειας Αττικής, των Δ/νσεων Εκπ/σης και των ΚΕ.Δ.Α.Σ.Υ για τα έτη 2024, 2025 και 2026.;0;2024-01-31;2024-01-31;2026-12-31;;;ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ, ., ΟΙΚΟΝΟΜΙΚΩΝ Π.Ε. ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/302258
334257;Διακήρυξη 02/2024 (ΔΣΑ Παγωτά);ΔΣΑ Παγωτά;0;2024-01-31;2024-01-31;2028-01-31;;;ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ, ., ., .;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/334257
242198;Δ7832;ΠΡΟΜΗΘΕΙΑ ΕΞΟΠΛΙΣΜΟΥ ΠΛΗΡΟΦΟΡΙΚΗΣ ΑΝΩ ΤΩΝ ΟΡΙΩΝ ΜΕΣΩ ΔΥΝΑΜΙΚΟΥ ΣΥΣΤΗΜΑΤΟΣ ΑΓΟΡΩΝ (Δ.Σ.Α.);0;2023-10-20;2023-10-20;2026-10-17;;;Ε.ΥΔ.Α.Π., ΟΙΚΟΝΟΜΙΚΟΥ, ΠΡΟΜΗΘΕΙΩΝ, ΥΠΗΡΕΣΙΑ ΔΙΑΓΩΝΙΣΜΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/242198
217145;ΔΣΑ ΠΕ ΖΑΚΥΝΘΟΥ ΜΕΤΑΦΟΡΕΣ ΜΑΘΗΤΩΝ 2023-2026;Δυναμικό Σύστημα Αγορών (ΔΣΑ) του άρθρου 33 του Ν. 4412/2016 όπως ισχύει, για την ανάθεση παροχής υπηρεσιών μεταφοράς μαθητών δημοσίων σχολείων χωρικής αρμοδιότητας Π.Ε Ζακύνθου για τα σχολικά έτη 2023-2024, 2024-2025 και 2025-2026;0;2023-09-08;2023-09-08;2026-08-31;;;ΠΕΡΙΦΕΡΕΙΑ ΙΟΝΙΩΝ ΝΗΣΩΝ - Π.Ε. ΖΑΚΥΝΘΟΥ, ., ΔΙΟΙΚΗΤΙΚΟΥ ΟΙΚΟΝΟΜΙΚΟΥ, ΠΡΟΜΗΘΕΙΩΝ;;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/217145
